timestamp,tweet_text,username,all_hashtags,followers_count
2020-10-23 23:12:02,#blogengage 7 Ways #Google #AdWords (PPC) Affect #Organic Results @onsmbiz https://t.co/XxPgsY85rt https://t.co/nSX3RwMBco,b'bbrian017',"['blogengage', 'Google', 'AdWords', 'Organic']",7562
2020-10-23 23:10:24,"One Time! @wavyheadstaxs x @bigsnomuzik #PreRolled #DirtyCornerMuzik #BlacklightEntity #applemusic #spotify #tidal #youtube #itunes #google #hiphop #rap #vibes 10/30 @ Shreveport, Louisiana https://t.co/PXXoobAevN",b'WAVYHEADSTAXS',"['PreRolled', 'DirtyCornerMuzik', 'BlacklightEntity', 'applemusic', 'spotify', 'tidal', 'youtube', 'itunes', 'google', 'hiphop', 'rap', 'vibes']",325
2020-10-23 23:07:32,10 Minute Locksmith #Orlando on #Google https://t.co/L6dLNWv5Dp https://t.co/K8ewr0Ecnl,b'OrlandoLocks1',"['Orlando', 'Google']",2
2020-10-23 23:05:03,"On the new #Google business profile now you can create posts, reply to reviews, add photos and update business information right from Google #Search and #Maps. https://t.co/KpTtQVQy53",b'aenimaestudio',"['Google', 'Search', 'Maps']",224
2020-10-23 23:03:23,Facebook workers ‘ashamed’ by tech giant’s censorship of   READ MORE: https://t.co/RkwuS1Layl  #1A #Audio #China #FakeNews #FirstAmendment #FreeSpeech #FreedomOfExpression #FreedomOfThePress #GagOrder #Google* https://t.co/7c6r3iyONr,b'IAM__Network',"['1A', 'Audio', 'China', 'FakeNews', 'FirstAmendment', 'FreeSpeech', 'FreedomOfExpression', 'FreedomOfThePress', 'GagOrder', 'Google']",17860
2020-10-23 23:03:06,50K+ #Google searches 4 @CoyoteTV 9h old https://t.co/32LoJ1nIOd https://t.co/ub8e6lwTsp  #Mexico 🌅 7:32 🌆 19:07 CDT #Covid19 #Morelos 10/21/2020 New CS -1239 14DCSΔ -13.5% New D -167 14DDΔ -11.5% https://t.co/3FoIFXmPEY,b'trendsmetadata',"['Google', 'Mexico', 'Covid19', 'Morelos']",3341
2020-10-23 23:03:03,20K+ #Google searches 4 @expensify 2h old https://t.co/Xug0KoIx2O https://t.co/wcdocJFr8F https://t.co/wEG6p4VUng,b'trendsmetadata',['Google'],3341
2020-10-23 23:00:28,@BangBangClick thinks gamers should have to pay for streaming games while working on a platform that is only still alive because of streamers. Where has he been the last 10 years of free advertising? Thoughts? #twitchstreamer #streaming #Stadia #Google #Grifter,b'Basque37_Twitch',"['twitchstreamer', 'streaming', 'Stadia', 'Google', 'Grifter']",147
2020-10-23 23:00:28,How to Use Google Search Console for SEO: A Complete Guide https://t.co/lHOxZC2SW6 #google,b'denottione',['google'],5998
2020-10-23 23:00:21,New #nest Thermostat from @google Follow for more smart home ideas and tech! @fewtechslater  #apple #smarthome #samsung #amazonalexa #google #googlehome #arlo #philipshue #aqara #wyze #lifx #mihome #homekit #xiaomi #homeautomation #amazon Credits to: @androidauthority https://t.co/rxBQKsYSYD,b'FewTechsLater',"['nest', 'apple', 'smarthome', 'samsung', 'amazonalexa', 'google', 'googlehome', 'arlo', 'philipshue', 'aqara', 'wyze', 'lifx', 'mihome', 'homekit', 'xiaomi', 'homeautomation', 'amazon']",20
2020-10-23 23:00:17,"Hey #Developers learn how to easily start ""Using RingCentral API in Google Apps Script"" in @embbnux's article 😁!!! #APIs #API #Google #Json   https://t.co/CFbBO0vKeE https://t.co/v22IShxiny",b'RingCentralDevs',"['Developers', 'APIs', 'API', 'Google', 'Json']",42495
2020-10-23 23:00:15,"Imitation is a form of flattery, but when it comes to Google, sometimes it's best to let other sites do it and try your own thing.  Here’s why @JohnMu suggests to not always “replicate” different aspects on top performing sites: https://t.co/E8Lr6JkPDE  #Google #Websites #Website https://t.co/fza2vcuvNj",b'OMGAustinTX',"['Google', 'Websites', 'Website']",400
2020-10-23 23:00:00,RE/MAX Defined Oxford on #Google https://t.co/FcQzgheFQo,b'REMAXDefined',['Google'],203
2020-10-23 23:00:00,Excited about #AppSheet #Google’s new tools lets you develop apps without knowing how to code https://t.co/8oHbLms8ce,b'zen_yet',"['AppSheet', 'Google']",20
2020-10-23 22:55:00,5 Myths About Blogging Frequency and Why You Better Slow Down https://t.co/MAtf1IJ1rU via @unstucked  #socialmedia #blog #blogging #searchengine #engagement #google #WritingCommunity #traffic #influencers,b'BiponBiz',"['socialmedia', 'blog', 'blogging', 'searchengine', 'engagement', 'google', 'WritingCommunity', 'traffic', 'influencers']",364
2020-10-23 22:54:46,3 Reasons Your Business Needs To Use #Google My Business Google My Business Is https://t.co/M7aC276HJZ #onlinereputation #socialmedia,b'hdmrkting',"['Google', 'onlinereputation', 'socialmedia']",398
2020-10-23 22:52:08,Welcome to @SerenityRadioUK home to 100% #Health #Fitness &amp; #Wellbeing #Radio.... Download the Apps on #Google #Apple and #Alexa because we are listening to Natural Sounds by Relaxing Mindfulness Meditation Relaxation Maestro visit https://t.co/5AIJ1zKpva https://t.co/LIgqz7qFaX,b'UKSerenityRadio',"['Health', 'Fitness', 'Wellbeing', 'Radio', 'Google', 'Apple', 'Alexa']",1190
